channel_id,z,element,shell,kappa,occupancy,file,n_rows,e0_min_keV,e0_max_keV,e_th_keV_bote,s_cert_min_A_inv,s_cert_max_A_inv,dataset_version
M5_Z48,48,Cd,M5,-3,6.0,F_M5_Z48.json,23,30.0,400.0,0.41276,14.00,16.00,5.0.0
K_Z49,49,In,K,-1,2.0,F_K_Z49.json,35,30.0,400.0,27.92110,14.00,16.00,5.0.0
L1_Z49,49,In,L1,-1,2.0,F_L1_Z49.json,30,30.0,400.0,4.21397,14.00,16.00,5.0.0
L2_Z49,49,In,L2,1,2.0,F_L2_Z49.json,31,30.0,400.0,3.94271,14.00,16.00,5.0.0
L3_Z49,49,In,L3,-2,4.0,F_L3_Z49.json,31,30.0,400.0,3.72821,14.00,16.00,5.0.0
M1_Z49,49,In,M1,-1,2.0,F_M1_Z49.json,26,30.0,400.0,0.81128,14.00,16.00,5.0.0
M2_Z49,49,In,M2,1,2.0,F_M2_Z49.json,26,30.0,400.0,0.69966,14.00,16.00,5.0.0
M3_Z49,49,In,M3,-2,4.0,F_M3_Z49.json,25,30.0,400.0,0.66048,14.00,16.00,5.0.0
M4_Z49,49,In,M4,2,4.0,F_M4_Z49.json,24,30.0,400.0,0.46086,14.00,16.00,5.0.0
M5_Z49,49,In,M5,-3,6.0,F_M5_Z49.json,23,30.0,400.0,0.45271,14.00,16.00,5.0.0
K_Z50,50,Sn,K,-1,2.0,F_K_Z50.json,38,30.0,400.0,29.18430,14.00,16.00,5.0.0
L1_Z50,50,Sn,L1,-1,2.0,F_L1_Z50.json,31,30.0,400.0,4.44024,14.00,16.00,5.0.0
L2_Z50,50,Sn,L2,1,2.0,F_L2_Z50.json,30,30.0,400.0,4.16084,14.00,16.00,5.0.0
L3_Z50,50,Sn,L3,-2,4.0,F_L3_Z50.json,32,30.0,400.0,3.92633,14.00,16.00,5.0.0
M1_Z50,50,Sn,M1,-1,2.0,F_M1_Z50.json,25,30.0,400.0,0.86891,14.00,16.00,5.0.0
M2_Z50,50,Sn,M2,1,2.0,F_M2_Z50.json,24,30.0,400.0,0.75322,14.00,16.00,5.0.0
M3_Z50,50,Sn,M3,-2,4.0,F_M3_Z50.json,25,30.0,400.0,0.70993,14.00,16.00,5.0.0
M4_Z50,50,Sn,M4,2,4.0,F_M4_Z50.json,23,30.0,400.0,0.50319,14.00,16.00,5.0.0
M5_Z50,50,Sn,M5,-3,6.0,F_M5_Z50.json,23,30.0,400.0,0.49413,14.00,16.00,5.0.0
L1_Z51,51,Sb,L1,-1,2.0,F_L1_Z51.json,33,30.0,400.0,4.67376,14.00,16.00,5.0.0
L2_Z51,51,Sb,L2,1,2.0,F_L2_Z51.json,34,30.0,400.0,4.38610,14.00,16.00,5.0.0
L3_Z51,51,Sb,L3,-2,4.0,F_L3_Z51.json,30,30.0,400.0,4.13015,14.00,16.00,5.0.0
M1_Z51,51,Sb,M1,-1,2.0,F_M1_Z51.json,27,30.0,400.0,0.92892,14.00,16.00,5.0.0
M2_Z51,51,Sb,M2,1,2.0,F_M2_Z51.json,26,30.0,400.0,0.80910,14.00,16.00,5.0.0
M3_Z51,51,Sb,M3,-2,4.0,F_M3_Z51.json,25,30.0,400.0,0.76138,14.00,16.00,5.0.0
M4_Z51,51,Sb,M4,2,4.0,F_M4_Z51.json,25,30.0,400.0,0.54748,14.00,16.00,5.0.0
M5_Z51,51,Sb,M5,-3,6.0,F_M5_Z51.json,24,30.0,400.0,0.53742,14.00,16.00,5.0.0
L1_Z52,52,Te,L1,-1,2.0,F_L1_Z52.json,26,30.0,400.0,4.91437,14.00,16.00,5.0.0
L2_Z52,52,Te,L2,1,2.0,F_L2_Z52.json,33,30.0,400.0,4.61837,14.00,16.00,5.0.0
L3_Z52,52,Te,L3,-2,4.0,F_L3_Z52.json,32,30.0,400.0,4.33946,14.00,16.00,5.0.0
M1_Z52,52,Te,M1,-1,2.0,F_M1_Z52.json,26,30.0,400.0,0.99113,14.00,16.00,5.0.0
M2_Z52,52,Te,M2,1,2.0,F_M2_Z52.json,25,30.0,400.0,0.86713,14.00,16.00,5.0.0
M3_Z52,52,Te,M3,-2,4.0,F_M3_Z52.json,26,30.0,400.0,0.81462,14.00,16.00,5.0.0
M4_Z52,52,Te,M4,2,4.0,F_M4_Z52.json,24,30.0,400.0,0.59352,14.00,16.00,5.0.0
M5_Z52,52,Te,M5,-3,6.0,F_M5_Z52.json,25,30.0,400.0,0.58239,14.00,16.00,5.0.0
L1_Z53,53,I,L1,-1,2.0,F_L1_Z53.json,35,30.0,400.0,5.16220,14.00,16.00,5.0.0
L2_Z53,53,I,L2,1,2.0,F_L2_Z53.json,35,30.0,400.0,4.85773,14.00,16.00,5.0.0
L3_Z53,53,I,L3,-2,4.0,F_L3_Z53.json,33,30.0,400.0,4.55428,14.00,16.00,5.0.0
M1_Z53,53,I,M1,-1,2.0,F_M1_Z53.json,25,30.0,400.0,1.05556,14.00,16.00,5.0.0
M2_Z53,53,I,M2,1,2.0,F_M2_Z53.json,27,30.0,400.0,0.92734,14.00,16.00,5.0.0
M3_Z53,53,I,M3,-2,4.0,F_M3_Z53.json,25,30.0,400.0,0.86967,14.00,16.00,5.0.0
M4_Z53,53,I,M4,2,4.0,F_M4_Z53.json,26,30.0,400.0,0.64132,14.00,16.00,5.0.0
M5_Z53,53,I,M5,-3,6.0,F_M5_Z53.json,23,30.0,400.0,0.62904,14.00,16.00,5.0.0
L1_Z54,54,Xe,L1,-1,2.0,F_L1_Z54.json,34,30.0,400.0,5.41732,14.00,16.00,5.0.0
L2_Z54,54,Xe,L2,1,2.0,F_L2_Z54.json,37,30.0,400.0,5.10428,14.00,16.00,5.0.0
L3_Z54,54,Xe,L3,-2,4.0,F_L3_Z54.json,33,30.0,400.0,4.77462,14.00,16.00,5.0.0
M1_Z54,54,Xe,M1,-1,2.0,F_M1_Z54.json,27,30.0,400.0,1.12224,14.00,16.00,5.0.0
M2_Z54,54,Xe,M2,1,2.0,F_M2_Z54.json,26,30.0,400.0,0.98974,14.00,16.00,5.0.0
M3_Z54,54,Xe,M3,-2,4.0,F_M3_Z54.json,27,30.0,400.0,0.92652,14.00,16.00,5.0.0
M4_Z54,54,Xe,M4,2,4.0,F_M4_Z54.json,26,30.0,400.0,0.69088,14.00,16.00,5.0.0
M5_Z54,54,Xe,M5,-3,6.0,F_M5_Z54.json,25,30.0,400.0,0.67736,14.00,16.00,5.0.0
L1_Z55,55,Cs,L1,-1,2.0,F_L1_Z55.json,32,30.0,400.0,5.68531,14.00,16.00,5.0.0
L2_Z55,55,Cs,L2,1,2.0,F_L2_Z55.json,33,30.0,400.0,5.36359,14.00,16.00,5.0.0
L3_Z55,55,Cs,L3,-2,4.0,F_L3_Z55.json,27,30.0,400.0,5.00597,14.00,16.00,5.0.0
M1_Z55,55,Cs,M1,-1,2.0,F_M1_Z55.json,27,30.0,400.0,1.19664,14.00,16.00,5.0.0
M2_Z55,55,Cs,M2,1,2.0,F_M2_Z55.json,25,30.0,400.0,1.05982,14.00,16.00,5.0.0
M3_Z55,55,Cs,M3,-2,4.0,F_M3_Z55.json,26,30.0,400.0,0.99064,14.00,16.00,5.0.0
M4_Z55,55,Cs,M4,2,4.0,F_M4_Z55.json,24,30.0,400.0,0.74766,14.00,16.00,5.0.0
M5_Z55,55,Cs,M5,-3,6.0,F_M5_Z55.json,24,30.0,400.0,0.73280,14.00,16.00,5.0.0
L1_Z56,56,Ba,L1,-1,2.0,F_L1_Z56.json,30,30.0,400.0,5.96119,14.00,16.00,5.0.0
L2_Z56,56,Ba,L2,1,2.0,F_L2_Z56.json,32,30.0,400.0,5.63071,14.00,16.00,5.0.0
L3_Z56,56,Ba,L3,-2,4.0,F_L3_Z56.json,33,30.0,400.0,5.24327,14.00,16.00,5.0.0
M1_Z56,56,Ba,M1,-1,2.0,F_M1_Z56.json,24,30.0,400.0,1.27372,14.00,16.00,5.0.0
M2_Z56,56,Ba,M2,1,2.0,F_M2_Z56.json,27,30.0,400.0,1.13252,14.00,16.00,5.0.0
M3_Z56,56,Ba,M3,-2,4.0,F_M3_Z56.json,25,30.0,400.0,1.05695,14.00,16.00,5.0.0
M4_Z56,56,Ba,M4,2,4.0,F_M4_Z56.json,26,30.0,400.0,0.80660,14.00,16.00,5.0.0
M5_Z56,56,Ba,M5,-3,6.0,F_M5_Z56.json,26,30.0,400.0,0.79030,14.00,16.00,5.0.0
L1_Z57,57,La,L1,-1,2.0,F_L1_Z57.json,33,30.0,400.0,6.24220,14.00,16.00,5.0.0
L2_Z57,57,La,L2,1,2.0,F_L2_Z57.json,29,30.0,400.0,5.90284,14.00,16.00,5.0.0
L3_Z57,57,La,L3,-2,4.0,F_L3_Z57.json,36,30.0,400.0,5.48366,14.00,16.00,5.0.0
M1_Z57,57,La,M1,-1,2.0,F_M1_Z57.json,28,30.0,400.0,1.35068,14.00,16.00,5.0.0
M2_Z57,57,La,M2,1,2.0,F_M2_Z57.json,28,30.0,400.0,1.20505,14.00,16.00,5.0.0
M3_Z57,57,La,M3,-2,4.0,F_M3_Z57.json,27,30.0,400.0,1.12263,14.00,16.00,5.0.0
M4_Z57,57,La,M4,2,4.0,F_M4_Z57.json,25,30.0,400.0,0.86484,14.00,16.00,5.0.0
M5_Z57,57,La,M5,-3,6.0,F_M5_Z57.json,26,30.0,400.0,0.84701,14.00,16.00,5.0.0
L1_Z58,58,Ce,L1,-1,2.0,F_L1_Z58.json,33,30.0,400.0,6.52163,14.00,16.00,5.0.0
L2_Z58,58,Ce,L2,1,2.0,F_L2_Z58.json,32,30.0,400.0,6.17349,14.00,16.00,5.0.0
L3_Z58,58,Ce,L3,-2,4.0,F_L3_Z58.json,30,30.0,400.0,5.72046,14.00,16.00,5.0.0
M1_Z58,58,Ce,M1,-1,2.0,F_M1_Z58.json,28,30.0,400.0,1.41931,14.00,16.00,5.0.0
M2_Z58,58,Ce,M2,1,2.0,F_M2_Z58.json,24,30.0,400.0,1.26927,14.00,16.00,5.0.0
M3_Z58,58,Ce,M3,-2,4.0,F_M3_Z58.json,27,30.0,400.0,1.17948,14.00,16.00,5.0.0
M4_Z58,58,Ce,M4,2,4.0,F_M4_Z58.json,28,30.0,400.0,0.91436,14.00,16.00,5.0.0
M5_Z58,58,Ce,M5,-3,6.0,F_M5_Z58.json,25,30.0,400.0,0.89487,14.00,16.00,5.0.0
L1_Z59,59,Pr,L1,-1,2.0,F_L1_Z59.json,35,30.0,400.0,6.80801,14.00,16.00,5.0.0
L2_Z59,59,Pr,L2,1,2.0,F_L2_Z59.json,34,30.0,400.0,6.45100,14.00,16.00,5.0.0
L3_Z59,59,Pr,L3,-2,4.0,F_L3_Z59.json,30,30.0,400.0,5.96196,14.00,16.00,5.0.0
M1_Z59,59,Pr,M1,-1,2.0,F_M1_Z59.json,26,30.0,400.0,1.48939,14.00,16.00,5.0.0
M2_Z59,59,Pr,M2,1,2.0,F_M2_Z59.json,28,30.0,400.0,1.33488,14.00,16.00,5.0.0
M3_Z59,59,Pr,M3,-2,4.0,F_M3_Z59.json,24,30.0,400.0,1.23721,14.00,16.00,5.0.0
M4_Z59,59,Pr,M4,2,4.0,F_M4_Z59.json,28,30.0,400.0,0.96470,14.00,16.00,5.0.0
M5_Z59,59,Pr,M5,-3,6.0,F_M5_Z59.json,27,30.0,400.0,0.94344,14.00,16.00,5.0.0
L1_Z60,60,Nd,L1,-1,2.0,F_L1_Z60.json,28,30.0,400.0,7.10150,14.00,16.00,5.0.0
L2_Z60,60,Nd,L2,1,2.0,F_L2_Z60.json,33,30.0,400.0,6.73552,14.00,16.00,5.0.0
L3_Z60,60,Nd,L3,-2,4.0,F_L3_Z60.json,33,30.0,400.0,6.20824,14.00,16.00,5.0.0
M1_Z60,60,Nd,M1,-1,2.0,F_M1_Z60.json,31,30.0,400.0,1.56100,14.00,16.00,5.0.0
M2_Z60,60,Nd,M2,1,2.0,F_M2_Z60.json,27,30.0,400.0,1.40196,14.00,16.00,5.0.0
M3_Z60,60,Nd,M3,-2,4.0,F_M3_Z60.json,30,30.0,400.0,1.29589,14.00,16.00,5.0.0
M4_Z60,60,Nd,M4,2,4.0,F_M4_Z60.json,25,30.0,400.0,1.01595,14.00,16.00,5.0.0
M5_Z60,60,Nd,M5,-3,6.0,F_M5_Z60.json,26,30.0,400.0,0.99279,14.00,16.00,5.0.0
L1_Z61,61,Pm,L1,-1,2.0,F_L1_Z61.json,31,30.0,400.0,7.40226,14.00,16.00,5.0.0
L2_Z61,61,Pm,L2,1,2.0,F_L2_Z61.json,28,30.0,400.0,7.02723,14.00,16.00,5.0.0
L3_Z61,61,Pm,L3,-2,4.0,F_L3_Z61.json,34,30.0,400.0,6.45933,14.00,16.00,5.0.0
M1_Z61,61,Pm,M1,-1,2.0,F_M1_Z61.json,26,30.0,400.0,1.63423,14.00,16.00,5.0.0
M2_Z61,61,Pm,M2,1,2.0,F_M2_Z61.json,24,30.0,400.0,1.47062,14.00,16.00,5.0.0
M3_Z61,61,Pm,M3,-2,4.0,F_M3_Z61.json,28,30.0,400.0,1.35558,14.00,16.00,5.0.0
M4_Z61,61,Pm,M4,2,4.0,F_M4_Z61.json,27,30.0,400.0,1.06815,14.00,16.00,5.0.0
M5_Z61,61,Pm,M5,-3,6.0,F_M5_Z61.json,25,30.0,400.0,1.04298,14.00,16.00,5.0.0
L1_Z62,62,Sm,L1,-1,2.0,F_L1_Z62.json,36,30.0,400.0,7.71044,14.00,16.00,5.0.0
L2_Z62,62,Sm,L2,1,2.0,F_L2_Z62.json,35,30.0,400.0,7.32625,14.00,16.00,5.0.0
L3_Z62,62,Sm,L3,-2,4.0,F_L3_Z62.json,33,30.0,400.0,6.71528,14.00,16.00,5.0.0
M1_Z62,62,Sm,M1,-1,2.0,F_M1_Z62.json,30,30.0,400.0,1.70915,14.00,16.00,5.0.0
M2_Z62,62,Sm,M2,1,2.0,F_M2_Z62.json,31,30.0,400.0,1.54092,14.00,16.00,5.0.0
M3_Z62,62,Sm,M3,-2,4.0,F_M3_Z62.json,28,30.0,400.0,1.41631,14.00,16.00,5.0.0
M4_Z62,62,Sm,M4,2,4.0,F_M4_Z62.json,27,30.0,400.0,1.12136,14.00,16.00,5.0.0
M5_Z62,62,Sm,M5,-3,6.0,F_M5_Z62.json,29,30.0,400.0,1.09404,14.00,16.00,5.0.0
L1_Z63,63,Eu,L1,-1,2.0,F_L1_Z63.json,31,30.0,400.0,8.02620,14.00,16.00,5.0.0
L2_Z63,63,Eu,L2,1,2.0,F_L2_Z63.json,33,30.0,400.0,7.63275,14.00,16.00,5.0.0
L3_Z63,63,Eu,L3,-2,4.0,F_L3_Z63.json,31,30.0,400.0,6.97611,14.00,16.00,5.0.0
M1_Z63,63,Eu,M1,-1,2.0,F_M1_Z63.json,27,30.0,400.0,1.78583,14.00,16.00,5.0.0
M2_Z63,63,Eu,M2,1,2.0,F_M2_Z63.json,28,30.0,400.0,1.61291,14.00,16.00,5.0.0
M3_Z63,63,Eu,M3,-2,4.0,F_M3_Z63.json,24,30.0,400.0,1.47813,14.00,16.00,5.0.0
M4_Z63,63,Eu,M4,2,4.0,F_M4_Z63.json,27,30.0,400.0,1.17559,14.00,16.00,5.0.0
M5_Z63,63,Eu,M5,-3,6.0,F_M5_Z63.json,27,30.0,400.0,1.14599,14.00,16.00,5.0.0
L1_Z64,64,Gd,L1,-1,2.0,F_L1_Z64.json,31,30.0,400.0,8.34984,14.00,16.00,5.0.0
L2_Z64,64,Gd,L2,1,2.0,F_L2_Z64.json,31,30.0,400.0,7.94703,14.00,16.00,5.0.0
L3_Z64,64,Gd,L3,-2,4.0,F_L3_Z64.json,32,30.0,400.0,7.24202,14.00,16.00,5.0.0
M1_Z64,64,Gd,M1,-1,2.0,F_M1_Z64.json,29,30.0,400.0,1.86449,14.00,16.00,5.0.0
M2_Z64,64,Gd,M2,1,2.0,F_M2_Z64.json,28,30.0,400.0,1.68683,14.00,16.00,5.0.0
M3_Z64,64,Gd,M3,-2,4.0,F_M3_Z64.json,31,30.0,400.0,1.54122,14.00,16.00,5.0.0
M4_Z64,64,Gd,M4,2,4.0,F_M4_Z64.json,24,30.0,400.0,1.23104,14.00,16.00,5.0.0
M5_Z64,64,Gd,M5,-3,6.0,F_M5_Z64.json,27,30.0,400.0,1.19903,14.00,16.00,5.0.0
L1_Z65,65,Tb,L1,-1,2.0,F_L1_Z65.json,32,30.0,400.0,8.68139,14.00,16.00,5.0.0
L2_Z65,65,Tb,L2,1,2.0,F_L2_Z65.json,31,30.0,400.0,8.26910,14.00,16.00,5.0.0
L3_Z65,65,Tb,L3,-2,4.0,F_L3_Z65.json,33,30.0,400.0,7.51288,14.00,16.00,5.0.0
M1_Z65,65,Tb,M1,-1,2.0,F_M1_Z65.json,31,30.0,400.0,1.94504,14.00,16.00,5.0.0
M2_Z65,65,Tb,M2,1,2.0,F_M2_Z65.json,25,30.0,400.0,1.76258,14.00,16.00,5.0.0
M3_Z65,65,Tb,M3,-2,4.0,F_M3_Z65.json,29,30.0,400.0,1.60546,14.00,16.00,5.0.0
M4_Z65,65,Tb,M4,2,4.0,F_M4_Z65.json,30,30.0,400.0,1.28759,14.00,16.00,5.0.0
M5_Z65,65,Tb,M5,-3,6.0,F_M5_Z65.json,24,30.0,400.0,1.25301,14.00,16.00,5.0.0
L1_Z66,66,Dy,L1,-1,2.0,F_L1_Z66.json,33,30.0,400.0,9.02099,14.00,16.00,5.0.0
L2_Z66,66,Dy,L2,1,2.0,F_L2_Z66.json,33,30.0,400.0,8.59911,14.00,16.00,5.0.0
L3_Z66,66,Dy,L3,-2,4.0,F_L3_Z66.json,35,30.0,400.0,7.78871,14.00,16.00,5.0.0
M1_Z66,66,Dy,M1,-1,2.0,F_M1_Z66.json,27,30.0,400.0,2.02753,14.00,16.00,5.0.0
M2_Z66,66,Dy,M2,1,2.0,F_M2_Z66.json,29,30.0,400.0,1.84021,14.00,16.00,5.0.0
M3_Z66,66,Dy,M3,-2,4.0,F_M3_Z66.json,27,30.0,400.0,1.67087,14.00,16.00,5.0.0
M4_Z66,66,Dy,M4,2,4.0,F_M4_Z66.json,28,30.0,400.0,1.34525,14.00,16.00,5.0.0
M5_Z66,66,Dy,M5,-3,6.0,F_M5_Z66.json,29,30.0,400.0,1.30795,14.00,16.00,5.0.0
L1_Z67,67,Ho,L1,-1,2.0,F_L1_Z67.json,34,30.0,400.0,9.36880,14.00,16.00,5.0.0
L2_Z67,67,Ho,L2,1,2.0,F_L2_Z67.json,32,30.0,400.0,8.93722,14.00,16.00,5.0.0
L3_Z67,67,Ho,L3,-2,4.0,F_L3_Z67.json,31,30.0,400.0,8.06953,14.00,16.00,5.0.0
M1_Z67,67,Ho,M1,-1,2.0,F_M1_Z67.json,27,30.0,400.0,2.11202,14.00,16.00,5.0.0
M2_Z67,67,Ho,M2,1,2.0,F_M2_Z67.json,32,30.0,400.0,1.91978,14.00,16.00,5.0.0
M3_Z67,67,Ho,M3,-2,4.0,F_M3_Z67.json,28,30.0,400.0,1.73746,14.00,16.00,5.0.0
M4_Z67,67,Ho,M4,2,4.0,F_M4_Z67.json,28,30.0,400.0,1.40403,14.00,16.00,5.0.0
M5_Z67,67,Ho,M5,-3,6.0,F_M5_Z67.json,28,30.0,400.0,1.36386,14.00,16.00,5.0.0
L1_Z68,68,Er,L1,-1,2.0,F_L1_Z68.json,34,30.0,400.0,9.72500,14.00,16.00,5.0.0
L2_Z68,68,Er,L2,1,2.0,F_L2_Z68.json,33,30.0,400.0,9.28359,14.00,16.00,5.0.0
L3_Z68,68,Er,L3,-2,4.0,F_L3_Z68.json,31,30.0,400.0,8.35535,14.00,16.00,5.0.0
M1_Z68,68,Er,M1,-1,2.0,F_M1_Z68.json,32,30.0,400.0,2.19856,14.00,16.00,5.0.0
M2_Z68,68,Er,M2,1,2.0,F_M2_Z68.json,28,30.0,400.0,2.00135,14.00,16.00,5.0.0
M3_Z68,68,Er,M3,-2,4.0,F_M3_Z68.json,29,30.0,400.0,1.80526,14.00,16.00,5.0.0
M4_Z68,68,Er,M4,2,4.0,F_M4_Z68.json,26,30.0,400.0,1.46397,14.00,16.00,5.0.0
M5_Z68,68,Er,M5,-3,6.0,F_M5_Z68.json,28,30.0,400.0,1.42076,14.00,16.00,5.0.0
L1_Z69,69,Tm,L1,-1,2.0,F_L1_Z69.json,30,30.0,400.0,10.08970,14.00,16.00,5.0.0
L2_Z69,69,Tm,L2,1,2.0,F_L2_Z69.json,34,30.0,400.0,9.63838,14.00,16.00,5.0.0
L3_Z69,69,Tm,L3,-2,4.0,F_L3_Z69.json,33,30.0,400.0,8.64621,14.00,16.00,5.0.0
M1_Z69,69,Tm,M1,-1,2.0,F_M1_Z69.json,30,30.0,400.0,2.28721,14.00,16.00,5.0.0
M2_Z69,69,Tm,M2,1,2.0,F_M2_Z69.json,27,30.0,400.0,2.08496,14.00,16.00,5.0.0
M3_Z69,69,Tm,M3,-2,4.0,F_M3_Z69.json,29,30.0,400.0,1.87428,14.00,16.00,5.0.0
M4_Z69,69,Tm,M4,2,4.0,F_M4_Z69.json,28,30.0,400.0,1.52506,14.00,16.00,5.0.0
M5_Z69,69,Tm,M5,-3,6.0,F_M5_Z69.json,24,30.0,400.0,1.47865,14.00,16.00,5.0.0
L1_Z70,70,Yb,L1,-1,2.0,F_L1_Z70.json,33,30.0,400.0,10.46320,14.00,16.00,5.0.0
L2_Z70,70,Yb,L2,1,2.0,F_L2_Z70.json,29,30.0,400.0,10.00180,14.00,16.00,5.0.0
L3_Z70,70,Yb,L3,-2,4.0,F_L3_Z70.json,32,30.0,400.0,8.94210,14.00,16.00,5.0.0
M1_Z70,70,Yb,M1,-1,2.0,F_M1_Z70.json,30,30.0,400.0,2.37803,14.00,16.00,5.0.0
M2_Z70,70,Yb,M2,1,2.0,F_M2_Z70.json,30,30.0,400.0,2.17067,14.00,16.00,5.0.0
M3_Z70,70,Yb,M3,-2,4.0,F_M3_Z70.json,31,30.0,400.0,1.94453,14.00,16.00,5.0.0
M4_Z70,70,Yb,M4,2,4.0,F_M4_Z70.json,29,30.0,400.0,1.58733,14.00,16.00,5.0.0
M5_Z70,70,Yb,M5,-3,6.0,F_M5_Z70.json,31,30.0,400.0,1.53753,14.00,16.00,5.0.0
L1_Z71,71,Lu,L1,-1,2.0,F_L1_Z71.json,34,30.0,400.0,10.84560,14.00,16.00,5.0.0
L2_Z71,71,Lu,L2,1,2.0,F_L2_Z71.json,34,30.0,400.0,10.37390,14.00,16.00,5.0.0
L3_Z71,71,Lu,L3,-2,4.0,F_L3_Z71.json,33,30.0,400.0,9.24305,14.00,16.00,5.0.0
M1_Z71,71,Lu,M1,-1,2.0,F_M1_Z71.json,26,30.0,400.0,2.47106,14.00,16.00,5.0.0
M2_Z71,71,Lu,M2,1,2.0,F_M2_Z71.json,29,30.0,400.0,2.25853,14.00,16.00,5.0.0
M3_Z71,71,Lu,M3,-2,4.0,F_M3_Z71.json,29,30.0,400.0,2.01602,14.00,16.00,5.0.0
M4_Z71,71,Lu,M4,2,4.0,F_M4_Z71.json,28,30.0,400.0,1.65079,14.00,16.00,5.0.0
M5_Z71,71,Lu,M5,-3,6.0,F_M5_Z71.json,29,30.0,400.0,1.59743,14.00,16.00,5.0.0
L1_Z72,72,Hf,L1,-1,2.0,F_L1_Z72.json,31,30.0,400.0,11.24600,14.00,16.00,5.0.0
L2_Z72,72,Hf,L2,1,2.0,F_L2_Z72.json,34,30.0,400.0,10.76390,14.00,16.00,5.0.0
L3_Z72,72,Hf,L3,-2,4.0,F_L3_Z72.json,33,30.0,400.0,9.55798,14.00,16.00,5.0.0
M1_Z72,72,Hf,M1,-1,2.0,F_M1_Z72.json,33,30.0,400.0,2.57641,14.00,16.00,5.0.0
M2_Z72,72,Hf,M2,1,2.0,F_M2_Z72.json,31,30.0,400.0,2.35859,14.00,16.00,5.0.0
M3_Z72,72,Hf,M3,-2,4.0,F_M3_Z72.json,27,30.0,400.0,2.09882,14.00,16.00,5.0.0
M4_Z72,72,Hf,M4,2,4.0,F_M4_Z72.json,29,30.0,400.0,1.72534,14.00,16.00,5.0.0
M5_Z72,72,Hf,M5,-3,6.0,F_M5_Z72.json,27,30.0,400.0,1.66825,14.00,16.00,5.0.0
L1_Z73,73,Ta,L1,-1,2.0,F_L1_Z73.json,31,30.0,400.0,11.65640,14.00,16.00,5.0.0
L2_Z73,73,Ta,L2,1,2.0,F_L2_Z73.json,32,30.0,400.0,11.16370,14.00,16.00,5.0.0
L3_Z73,73,Ta,L3,-2,4.0,F_L3_Z73.json,28,30.0,400.0,9.87869,14.00,16.00,5.0.0
M1_Z73,73,Ta,M1,-1,2.0,F_M1_Z73.json,31,30.0,400.0,2.68494,14.00,16.00,5.0.0
M2_Z73,73,Ta,M2,1,2.0,F_M2_Z73.json,26,30.0,400.0,2.46175,14.00,16.00,5.0.0
M3_Z73,73,Ta,M3,-2,4.0,F_M3_Z73.json,30,30.0,400.0,2.18372,14.00,16.00,5.0.0
M4_Z73,73,Ta,M4,2,4.0,F_M4_Z73.json,29,30.0,400.0,1.80193,14.00,16.00,5.0.0
M5_Z73,73,Ta,M5,-3,6.0,F_M5_Z73.json,28,30.0,400.0,1.74093,14.00,16.00,5.0.0
L1_Z74,74,W,L1,-1,2.0,F_L1_Z74.json,34,30.0,400.0,12.07700,14.00,16.00,5.0.0
L2_Z74,74,W,L2,1,2.0,F_L2_Z74.json,31,30.0,400.0,11.57350,14.00,16.00,5.0.0
L3_Z74,74,W,L3,-2,4.0,F_L3_Z74.json,36,30.0,400.0,10.20520,14.00,16.00,5.0.0
M1_Z74,74,W,M1,-1,2.0,F_M1_Z74.json,31,30.0,400.0,2.79667,14.00,16.00,5.0.0
M2_Z74,74,W,M2,1,2.0,F_M2_Z74.json,33,30.0,400.0,2.56803,14.00,16.00,5.0.0
M3_Z74,74,W,M3,-2,4.0,F_M3_Z74.json,29,30.0,400.0,2.27071,14.00,16.00,5.0.0
M4_Z74,74,W,M4,2,4.0,F_M4_Z74.json,29,30.0,400.0,1.88053,14.00,16.00,5.0.0
M5_Z74,74,W,M5,-3,6.0,F_M5_Z74.json,29,30.0,400.0,1.81541,14.00,16.00,5.0.0
L1_Z75,75,Re,L1,-1,2.0,F_L1_Z75.json,32,30.0,400.0,12.50820,14.00,16.00,5.0.0
L2_Z75,75,Re,L2,1,2.0,F_L2_Z75.json,32,30.0,400.0,11.99370,14.00,16.00,5.0.0
L3_Z75,75,Re,L3,-2,4.0,F_L3_Z75.json,32,30.0,400.0,10.53770,14.00,16.00,5.0.0
M1_Z75,75,Re,M1,-1,2.0,F_M1_Z75.json,28,30.0,400.0,2.91188,14.00,16.00,5.0.0
M2_Z75,75,Re,M2,1,2.0,F_M2_Z75.json,31,30.0,400.0,2.67772,14.00,16.00,5.0.0
M3_Z75,75,Re,M3,-2,4.0,F_M3_Z75.json,31,30.0,400.0,2.36002,14.00,16.00,5.0.0
M4_Z75,75,Re,M4,2,4.0,F_M4_Z75.json,29,30.0,400.0,1.96138,14.00,16.00,5.0.0
M5_Z75,75,Re,M5,-3,6.0,F_M5_Z75.json,29,30.0,400.0,1.89193,14.00,16.00,5.0.0
L1_Z76,76,Os,L1,-1,2.0,F_L1_Z76.json,33,30.0,400.0,12.95000,14.00,16.00,5.0.0
L2_Z76,76,Os,L2,1,2.0,F_L2_Z76.json,32,30.0,400.0,12.42440,14.00,16.00,5.0.0
L3_Z76,76,Os,L3,-2,4.0,F_L3_Z76.json,34,30.0,400.0,10.87600,14.00,16.00,5.0.0
M1_Z76,76,Os,M1,-1,2.0,F_M1_Z76.json,30,30.0,400.0,3.03034,14.00,16.00,5.0.0
