channel_id,z,element,shell,e0_keV,s_cert_A_inv,F_s0.0,F_s0.5,F_s1.0,F_s1.5,F_s2.0,F_s2.5,F_s3.0,F_s3.5,F_s4.0,F_s4.5,F_s5.0,F_s5.5,F_s6.0,F_s6.5,F_s7.0,F_s7.5,F_s8.0,dataset_version
M2_Z37,37,Rb,M2,200.0,16.00,1.000000,0.202062,0.032721,0.011055,0.006079,0.004167,0.002872,0.001727,0.000886,0.000383,0.000127,0.000014,-0.000029,-0.000041,-0.000041,-0.000036,-0.000030,5.0.0
M3_Z37,37,Rb,M3,200.0,16.00,1.000000,0.186318,0.028543,0.010377,0.005743,0.003803,0.002530,0.001462,0.000707,0.000272,0.000062,-0.000024,-0.000052,-0.000055,-0.000050,-0.000042,-0.000034,5.0.0
M4_Z37,37,Rb,M4,200.0,16.00,1.000000,0.070381,0.004170,-0.000886,-0.001072,-0.000601,-0.000243,-0.000079,-0.000022,-0.000005,-0.000001,-0.000001,-0.000000,-0.000000,0.000000,0.000000,0.000000,5.0.0
M5_Z37,37,Rb,M5,200.0,16.00,1.000000,0.069160,0.003964,-0.000963,-0.001094,-0.000595,-0.000233,-0.000073,-0.000019,-0.000004,-0.000001,-0.000001,-0.000000,-0.000000,0.000000,0.000000,0.000000,5.0.0
K_Z38,38,Sr,K,200.0,16.00,1.000000,0.977659,0.917223,0.833133,0.739095,0.644445,0.554536,0.472098,0.398302,0.333413,0.277175,0.229025,0.188238,0.154012,0.125535,0.102019,0.082733,5.0.0
L1_Z38,38,Sr,L1,200.0,16.00,1.000000,0.700591,0.407653,0.212048,0.097975,0.042472,0.020726,0.014311,0.012963,0.012343,0.011252,0.009726,0.008080,0.006564,0.005291,0.004280,0.003498,5.0.0
L2_Z38,38,Sr,L2,200.0,16.00,1.000000,0.638447,0.359891,0.193308,0.096102,0.043829,0.018139,0.006507,0.001588,-0.000388,-0.001146,-0.001403,-0.001440,-0.001366,-0.001234,-0.001075,-0.000909,5.0.0
L3_Z38,38,Sr,L3,200.0,16.00,1.000000,0.628471,0.349501,0.184027,0.088787,0.038678,0.014806,0.004461,0.000353,-0.001145,-0.001629,-0.001728,-0.001669,-0.001533,-0.001358,-0.001167,-0.000979,5.0.0
M1_Z38,38,Sr,M1,200.0,16.00,1.000000,0.254072,0.036860,0.008898,0.005124,0.004338,0.003654,0.002490,0.001392,0.000690,0.000346,0.000213,0.000174,0.000166,0.000161,0.000153,0.000142,5.0.0
M2_Z38,38,Sr,M2,200.0,16.00,1.000000,0.214817,0.035545,0.012362,0.006910,0.004570,0.003179,0.002002,0.001091,0.000509,0.000193,0.000044,-0.000019,-0.000040,-0.000043,-0.000039,-0.000034,5.0.0
M3_Z38,38,Sr,M3,200.0,16.00,1.000000,0.198406,0.030681,0.011515,0.006535,0.004181,0.002805,0.001699,0.000878,0.000373,0.000110,-0.000006,-0.000049,-0.000058,-0.000055,-0.000047,-0.000039,5.0.0
M4_Z38,38,Sr,M4,200.0,16.00,1.000000,0.080393,0.004968,-0.000941,-0.001199,-0.000732,-0.000323,-0.000115,-0.000034,-0.000009,-0.000002,-0.000001,-0.000001,-0.000000,0.000000,0.000000,0.000000,5.0.0
M5_Z38,38,Sr,M5,200.0,16.00,1.000000,0.079010,0.004716,-0.001029,-0.001230,-0.000729,-0.000312,-0.000106,-0.000030,-0.000007,-0.000002,-0.000001,-0.000001,-0.000000,-0.000000,0.000000,0.000000,5.0.0
K_Z39,39,Y,K,200.0,16.00,1.000000,0.979512,0.923515,0.844362,0.754385,0.662492,0.574108,0.492190,0.418149,0.352463,0.295045,0.245475,0.203139,0.167323,0.137280,0.112271,0.091594,5.0.0
L1_Z39,39,Y,L1,200.0,16.00,1.000000,0.718055,0.428232,0.229477,0.109566,0.048515,0.023116,0.014994,0.013204,0.012702,0.011843,0.010468,0.008858,0.007290,0.005923,0.004807,0.003928,5.0.0
L2_Z39,39,Y,L2,200.0,16.00,1.000000,0.659457,0.381015,0.210310,0.107954,0.051087,0.022104,0.008472,0.002486,-0.000005,-0.000998,-0.001365,-0.001458,-0.001419,-0.001308,-0.001161,-0.000999,5.0.0
L3_Z39,39,Y,L3,200.0,16.00,1.000000,0.649173,0.370002,0.200272,0.099842,0.045215,0.018202,0.006021,0.000983,-0.000934,-0.001592,-0.001763,-0.001738,-0.001623,-0.001460,-0.001276,-0.001087,5.0.0
M1_Z39,39,Y,M1,200.0,16.00,1.000000,0.270707,0.041403,0.010021,0.005756,0.004547,0.003873,0.002801,0.001675,0.000877,0.000446,0.000259,0.000195,0.000177,0.000171,0.000164,0.000154,5.0.0
M2_Z39,39,Y,M2,200.0,16.00,1.000000,0.228283,0.039005,0.013460,0.007713,0.005001,0.003490,0.002283,0.001312,0.000654,0.000275,0.000084,-0.000002,-0.000035,-0.000043,-0.000042,-0.000037,5.0.0
M3_Z39,39,Y,M3,200.0,16.00,1.000000,0.211019,0.033373,0.012415,0.007295,0.004585,0.003083,0.001941,0.001062,0.000488,0.000171,0.000020,-0.000041,-0.000059,-0.000059,-0.000052,-0.000044,5.0.0
M4_Z39,39,Y,M4,200.0,16.00,1.000000,0.091588,0.006343,-0.000969,-0.001324,-0.000869,-0.000415,-0.000159,-0.000052,-0.000015,-0.000004,-0.000001,-0.000001,-0.000000,-0.000000,0.000000,0.000000,5.0.0
M5_Z39,39,Y,M5,200.0,16.00,1.000000,0.090048,0.006030,-0.001072,-0.001366,-0.000870,-0.000403,-0.000149,-0.000046,-0.000012,-0.000003,-0.000001,-0.000001,-0.000000,-0.000000,0.000000,0.000000,5.0.0
K_Z40,40,Zr,K,200.0,16.00,1.000000,0.981165,0.929214,0.854723,0.768745,0.679703,0.593017,0.511820,0.437734,0.371431,0.312993,0.262134,0.218353,0.181023,0.149466,0.122991,0.100933,5.0.0
L1_Z40,40,Zr,L1,200.0,16.00,1.000000,0.734579,0.448366,0.247052,0.121746,0.055232,0.025985,0.015891,0.013464,0.012991,0.012354,0.011161,0.009626,0.008037,0.006592,0.005377,0.004400,5.0.0
L2_Z40,40,Zr,L2,200.0,16.00,1.000000,0.679402,0.401762,0.227440,0.120266,0.058898,0.026542,0.010764,0.003579,0.000483,-0.000796,-0.001295,-0.001456,-0.001455,-0.001370,-0.001238,-0.001085,5.0.0
L3_Z40,40,Zr,L3,200.0,16.00,1.000000,0.668830,0.390113,0.216626,0.111325,0.052259,0.022016,0.007856,0.001765,-0.000649,-0.001520,-0.001779,-0.001795,-0.001703,-0.001556,-0.001380,-0.001193,5.0.0
M1_Z40,40,Zr,M1,200.0,16.00,1.000000,0.287492,0.046518,0.011099,0.006462,0.004825,0.004075,0.003090,0.001968,0.001090,0.000568,0.000319,0.000222,0.000192,0.000182,0.000174,0.000164,5.0.0
M2_Z40,40,Zr,M2,200.0,16.00,1.000000,0.242265,0.042918,0.014477,0.008546,0.005490,0.003816,0.002569,0.001550,0.000820,0.000374,0.000136,0.000022,-0.000026,-0.000042,-0.000044,-0.000040,5.0.0
M3_Z40,40,Zr,M3,200.0,16.00,1.000000,0.224120,0.036457,0.013197,0.008076,0.005044,0.003377,0.002189,0.001259,0.000620,0.000245,0.000055,-0.000028,-0.000057,-0.000062,-0.000057,-0.000049,5.0.0
M4_Z40,40,Zr,M4,200.0,16.00,1.000000,0.103035,0.008067,-0.000980,-0.001447,-0.001009,-0.000518,-0.000214,-0.000075,-0.000023,-0.000006,-0.000002,-0.000001,-0.000001,-0.000000,0.000000,0.000000,5.0.0
M5_Z40,40,Zr,M5,200.0,16.00,1.000000,0.101334,0.007681,-0.001099,-0.001501,-0.001016,-0.000506,-0.000201,-0.000067,-0.000019,-0.000005,-0.000001,-0.000001,-0.000001,-0.000000,0.000000,0.000000,5.0.0
K_Z41,41,Nb,K,200.0,16.00,1.000000,0.982640,0.934372,0.864260,0.782185,0.696049,0.611203,0.530907,0.456964,0.390223,0.330924,0.278914,0.233799,0.195042,0.162031,0.134131,0.110713,5.0.0
L1_Z41,41,Nb,L1,200.0,16.00,1.000000,0.749872,0.467550,0.264315,0.134242,0.062548,0.029392,0.017104,0.013826,0.013253,0.012793,0.011791,0.010358,0.008778,0.007277,0.005973,0.004901,5.0.0
L2_Z41,41,Nb,L2,200.0,16.00,1.000000,0.697533,0.421135,0.243845,0.132445,0.066921,0.031289,0.013324,0.004856,0.001082,-0.000528,-0.001186,-0.001426,-0.001471,-0.001415,-0.001302,-0.001159,5.0.0
L3_Z41,41,Nb,L3,200.0,16.00,1.000000,0.686635,0.408793,0.232216,0.122645,0.059479,0.026098,0.009916,0.002693,-0.000281,-0.001404,-0.001770,-0.001834,-0.001768,-0.001638,-0.001473,-0.001291,5.0.0
M1_Z41,41,Nb,M1,200.0,16.00,1.000000,0.303209,0.052519,0.012166,0.007079,0.005121,0.004267,0.003355,0.002253,0.001313,0.000707,0.000392,0.000257,0.000208,0.000191,0.000184,0.000175,5.0.0
M2_Z41,41,Nb,M2,200.0,16.00,1.000000,0.255624,0.047612,0.015455,0.009267,0.005974,0.004146,0.002855,0.001794,0.001001,0.000490,0.000200,0.000053,-0.000013,-0.000038,-0.000044,-0.000042,5.0.0
M3_Z41,41,Nb,M3,200.0,16.00,1.000000,0.236351,0.040222,0.013883,0.008739,0.005498,0.003670,0.002432,0.001461,0.000765,0.000333,0.000100,-0.000009,-0.000052,-0.000063,-0.000061,-0.000054,5.0.0
M4_Z41,41,Nb,M4,200.0,16.00,1.000000,0.115832,0.010616,-0.000863,-0.001568,-0.001157,-0.000633,-0.000280,-0.000105,-0.000034,-0.000010,-0.000003,-0.000002,-0.000001,-0.000000,-0.000000,0.000000,5.0.0
M5_Z41,41,Nb,M5,200.0,16.00,1.000000,0.113978,0.010145,-0.001005,-0.001636,-0.001171,-0.000622,-0.000265,-0.000094,-0.000029,-0.000008,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,0.000000,5.0.0
K_Z42,42,Mo,K,200.0,16.00,1.000000,0.983967,0.939070,0.873087,0.794821,0.711640,0.628767,0.549542,0.475920,0.408911,0.348902,0.295869,0.249525,0.209421,0.175015,0.145726,0.120966,5.0.0
L1_Z42,42,Mo,L1,200.0,16.00,1.000000,0.764665,0.486790,0.282013,0.147406,0.070538,0.033288,0.018562,0.014239,0.013463,0.013156,0.012365,0.011073,0.009536,0.008000,0.006619,0.005454,5.0.0
L2_Z42,42,Mo,L2,200.0,16.00,1.000000,0.715508,0.441110,0.261083,0.145499,0.075731,0.036652,0.016307,0.006392,0.001825,-0.000186,-0.001039,-0.001375,-0.001472,-0.001449,-0.001358,-0.001230,5.0.0
L3_Z42,42,Mo,L3,200.0,16.00,1.000000,0.704364,0.428109,0.248637,0.134810,0.067432,0.030728,0.012332,0.003825,0.000188,-0.001243,-0.001743,-0.001865,-0.001829,-0.001717,-0.001564,-0.001390,5.0.0
M1_Z42,42,Mo,M1,200.0,16.00,1.000000,0.319966,0.058795,0.013262,0.007830,0.005536,0.004478,0.003603,0.002543,0.001562,0.000875,0.000488,0.000305,0.000231,0.000205,0.000194,0.000185,5.0.0
M2_Z42,42,Mo,M2,200.0,16.00,1.000000,0.270022,0.052523,0.016442,0.010084,0.006559,0.004517,0.003155,0.002054,0.001202,0.000625,0.000280,0.000095,0.000007,-0.000030,-0.000043,-0.000044,5.0.0
M3_Z42,42,Mo,M3,200.0,16.00,1.000000,0.249796,0.044171,0.014543,0.009486,0.006049,0.004005,0.002690,0.001678,0.000926,0.000436,0.000156,0.000016,-0.000044,-0.000063,-0.000064,-0.000059,5.0.0
M4_Z42,42,Mo,M4,200.0,16.00,1.000000,0.127672,0.013127,-0.000774,-0.001686,-0.001298,-0.000754,-0.000355,-0.000142,-0.000050,-0.000016,-0.000005,-0.000002,-0.000001,-0.000001,-0.000000,0.000000,5.0.0
M5_Z42,42,Mo,M5,200.0,16.00,1.000000,0.125648,0.012562,-0.000939,-0.001768,-0.001321,-0.000745,-0.000339,-0.000129,-0.000042,-0.000012,-0.000003,-0.000002,-0.000001,-0.000001,-0.000000,0.000000,5.0.0
K_Z43,43,Tc,K,200.0,16.00,1.000000,0.985162,0.943345,0.881238,0.806667,0.726459,0.645668,0.567669,0.494537,0.427426,0.366860,0.312937,0.265474,0.224110,0.188374,0.157741,0.131665,5.0.0
L1_Z43,43,Tc,L1,200.0,16.00,1.000000,0.778771,0.505904,0.300039,0.161192,0.079202,0.037702,0.020299,0.014727,0.013626,0.013432,0.012866,0.011749,0.010293,0.008753,0.007311,0.006058,5.0.0
L2_Z43,43,Tc,L2,200.0,16.00,1.000000,0.733055,0.461509,0.279085,0.159431,0.085368,0.042683,0.019763,0.008228,0.002742,0.000249,-0.000842,-0.001297,-0.001457,-0.001472,-0.001406,-0.001295,5.0.0
L3_Z43,43,Tc,L3,200.0,16.00,1.000000,0.721751,0.447902,0.265839,0.147833,0.076164,0.035962,0.015155,0.005197,0.000783,-0.001024,-0.001691,-0.001886,-0.001884,-0.001792,-0.001653,-0.001488,5.0.0
M1_Z43,43,Tc,M1,200.0,16.00,1.000000,0.337657,0.065396,0.014310,0.008692,0.006100,0.004732,0.003839,0.002829,0.001829,0.001072,0.000608,0.000369,0.000265,0.000225,0.000208,0.000197,5.0.0
M2_Z43,43,Tc,M2,200.0,16.00,1.000000,0.285692,0.057751,0.017369,0.010960,0.007260,0.004949,0.003476,0.002331,0.001424,0.000780,0.000376,0.000148,0.000033,-0.000019,-0.000040,-0.000045,5.0.0
M3_Z43,43,Tc,M3,200.0,16.00,1.000000,0.264757,0.048434,0.015104,0.010280,0.006716,0.004401,0.002969,0.001908,0.001104,0.000555,0.000224,0.000050,-0.000030,-0.000061,-0.000068,-0.000064,5.0.0
M4_Z43,43,Tc,M4,200.0,16.00,1.000000,0.138008,0.015447,-0.000766,-0.001815,-0.001426,-0.000872,-0.000437,-0.000186,-0.000069,-0.000023,-0.000008,-0.000003,-0.000002,-0.000001,-0.000000,-0.000000,5.0.0
M5_Z43,43,Tc,M5,200.0,16.00,1.000000,0.135794,0.014777,-0.000953,-0.001907,-0.001459,-0.000867,-0.000420,-0.000171,-0.000060,-0.000018,-0.000005,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,5.0.0
K_Z44,44,Ru,K,200.0,16.00,1.000000,0.986237,0.947231,0.888742,0.817722,0.740467,0.661829,0.585181,0.512689,0.445633,0.384659,0.329982,0.281520,0.238994,0.202007,0.170088,0.142737,5.0.0
L1_Z44,44,Ru,L1,200.0,16.00,1.000000,0.791651,0.523726,0.317258,0.174869,0.088269,0.042687,0.022515,0.015496,0.013889,0.013694,0.013305,0.012362,0.011004,0.009482,0.007999,0.006673,5.0.0
L2_Z44,44,Ru,L2,200.0,16.00,1.000000,0.748428,0.479696,0.295461,0.172477,0.094711,0.048757,0.023387,0.010237,0.003790,0.000772,-0.000589,-0.001179,-0.001412,-0.001469,-0.001433,-0.001341,5.0.0
L3_Z44,44,Ru,L3,200.0,16.00,1.000000,0.736866,0.465360,0.281330,0.159926,0.084572,0.041208,0.018111,0.006706,0.001478,-0.000741,-0.001600,-0.001880,-0.001917,-0.001848,-0.001724,-0.001570,5.0.0
M1_Z44,44,Ru,M1,200.0,16.00,1.000000,0.352848,0.073073,0.015659,0.009262,0.006565,0.004985,0.004058,0.003091,0.002087,0.001271,0.000736,0.000442,0.000302,0.000244,0.000220,0.000207,5.0.0
M2_Z44,44,Ru,M2,200.0,16.00,1.000000,0.298970,0.063879,0.018545,0.011595,0.007839,0.005354,0.003786,0.002600,0.001649,0.000947,0.000485,0.000213,0.000068,-0.000003,-0.000033,-0.000043,5.0.0
M3_Z44,44,Ru,M3,200.0,16.00,1.000000,0.276765,0.053445,0.015824,0.010813,0.007256,0.004766,0.003234,0.002130,0.001282,0.000681,0.000303,0.000093,-0.000011,-0.000055,-0.000068,-0.000067,5.0.0
M4_Z44,44,Ru,M4,200.0,16.00,1.000000,0.151196,0.019219,-0.000373,-0.001919,-0.001574,-0.001008,-0.000533,-0.000240,-0.000095,-0.000033,-0.000011,-0.000004,-0.000002,-0.000001,-0.000001,-0.000000,5.0.0
M5_Z44,44,Ru,M5,200.0,16.00,1.000000,0.148816,0.018437,-0.000597,-0.002029,-0.001619,-0.001007,-0.000516,-0.000223,-0.000083,-0.000026,-0.000008,-0.000003,-0.000002,-0.000001,-0.000001,-0.000000,5.0.0
K_Z45,45,Rh,K,200.0,16.00,1.000000,0.987212,0.950787,0.895693,0.828096,0.753779,0.677364,0.602188,0.530482,0.463630,0.402391,0.347088,0.297736,0.254141,0.215973,0.182821,0.154229,5.0.0
L1_Z45,45,Rh,L1,200.0,16.00,1.000000,0.804063,0.541549,0.334813,0.189109,0.097966,0.048206,0.025074,0.016416,0.014166,0.013901,0.013676,0.012926,0.011699,0.010225,0.008722,0.007333,5.0.0
L2_Z45,45,Rh,L2,200.0,16.00,1.000000,0.763647,0.498463,0.312652,0.186385,0.104856,0.055498,0.027510,0.012583,0.005047,0.001416,-0.000270,-0.001026,-0.001346,-0.001453,-0.001448,-0.001379,5.0.0
L3_Z45,45,Rh,L3,200.0,16.00,1.000000,0.751924,0.483455,0.297652,0.172860,0.093735,0.047056,0.021496,0.008487,0.002328,-0.000380,-0.001474,-0.001859,-0.001945,-0.001901,-0.001793,-0.001650,5.0.0
M1_Z45,45,Rh,M1,200.0,16.00,1.000000,0.369224,0.081100,0.017062,0.009916,0.007159,0.005305,0.004281,0.003348,0.002355,0.001494,0.000891,0.000535,0.000353,0.000271,0.000236,0.000220,5.0.0
M2_Z45,45,Rh,M2,200.0,16.00,1.000000,0.313772,0.070387,0.019760,0.012284,0.008523,0.005832,0.004128,0.002888,0.001892,0.001133,0.000613,0.000292,0.000112,0.000019,-0.000023,-0.000039,5.0.0
M3_Z45,45,Rh,M3,200.0,16.00,1.000000,0.290537,0.058815,0.016540,0.011385,0.007896,0.005204,0.003531,0.002368,0.001476,0.000824,0.000396,0.000145,0.000014,-0.000046,-0.000067,-0.000070,5.0.0
M4_Z45,45,Rh,M4,200.0,16.00,1.000000,0.163248,0.022836,-0.000021,-0.002035,-0.001715,-0.001142,-0.000635,-0.000302,-0.000126,-0.000047,-0.000017,-0.000006,-0.000003,-0.000002,-0.000001,-0.000000,5.0.0
M5_Z45,45,Rh,M5,200.0,16.00,1.000000,0.160679,0.021929,-0.000284,-0.002161,-0.001771,-0.001148,-0.000618,-0.000282,-0.000111,-0.000038,-0.000012,-0.000004,-0.000002,-0.000001,-0.000001,-0.000000,5.0.0
K_Z46,46,Pd,K,200.0,16.00,1.000000,0.988095,0.954032,0.902106,0.837783,0.766356,0.692203,0.618595,0.547804,0.481295,0.419932,0.364134,0.314009,0.269444,0.230178,0.195857,0.166072,5.0.0
L1_Z46,46,Pd,L1,200.0,16.00,1.000000,0.815540,0.558506,0.351864,0.203330,0.108023,0.054230,0.028081,0.017626,0.014572,0.014123,0.014005,0.013434,0.012350,0.010945,0.009443,0.008007,5.0.0
L2_Z46,46,Pd,L2,200.0,16.00,1.000000,0.777304,0.515774,0.328805,0.199751,0.114869,0.062350,0.031834,0.015125,0.006456,0.002162,0.000115,-0.000832,-0.001251,-0.001414,-0.001445,-0.001401,5.0.0
L3_Z46,46,Pd,L3,200.0,16.00,1.000000,0.765363,0.500008,0.312862,0.185201,0.102724,0.052973,0.025036,0.010420,0.003289,0.000051,-0.001307,-0.001814,-0.001955,-0.001938,-0.001848,-0.001718,5.0.0
M1_Z46,46,Pd,M1,200.0,16.00,1.000000,0.384025,0.089683,0.018827,0.010424,0.007673,0.005632,0.004503,0.003588,0.002614,0.001722,0.001057,0.000639,0.000412,0.000303,0.000254,0.000233,5.0.0
M2_Z46,46,Pd,M2,200.0,16.00,1.000000,0.326502,0.077205,0.021248,0.012855,0.009108,0.006285,0.004462,0.003169,0.002136,0.001328,0.000753,0.000383,0.000165,0.000049,-0.000008,-0.000033,5.0.0
M3_Z46,46,Pd,M3,200.0,16.00,1.000000,0.301855,0.064393,0.017444,0.011801,0.008435,0.005615,0.003816,0.002597,0.001669,0.000973,0.000498,0.000207,0.000047,-0.000031,-0.000063,-0.000071,5.0.0
M4_Z46,46,Pd,M4,200.0,16.00,1.000000,0.176680,0.027452,0.000695,-0.002097,-0.001860,-0.001286,-0.000748,-0.000374,-0.000164,-0.000065,-0.000024,-0.000009,-0.000004,-0.000002,-0.000001,-0.000001,5.0.0
M5_Z46,46,Pd,M5,200.0,16.00,1.000000,0.173944,0.026421,0.000384,-0.002244,-0.001931,-0.001299,-0.000732,-0.000352,-0.000147,-0.000053,-0.000017,-0.000005,-0.000002,-0.000002,-0.000001,-0.000001,5.0.0
K_Z47,47,Ag,K,200.0,16.00,1.000000,0.988901,0.957016,0.908063,0.846886,0.778310,0.706457,0.634512,0.564758,0.498728,0.437372,0.381203,0.330414,0.284972,0.244683,0.209252,0.178315,5.0.0
L1_Z47,47,Ag,L1,200.0,16.00,1.000000,0.826720,0.575742,0.369537,0.218314,0.118821,0.060842,0.031458,0.018999,0.014991,0.014278,0.014247,0.013875,0.012967,0.011667,0.010193,0.008729,5.0.0
L2_Z47,47,Ag,L2,200.0,16.00,1.000000,0.791527,0.534721,0.346791,0.214791,0.126272,0.070275,0.036929,0.018185,0.008189,0.003100,0.000606,-0.000579,-0.001126,-0.001359,-0.001432,-0.001417,5.0.0
L3_Z47,47,Ag,L3,200.0,16.00,1.000000,0.779569,0.518374,0.330005,0.199242,0.113069,0.059891,0.029260,0.012783,0.004499,0.000613,-0.001079,-0.001745,-0.001959,-0.001977,-0.001906,-0.001790,5.0.0
M1_Z47,47,Ag,M1,200.0,16.00,1.000000,0.401375,0.098734,0.020502,0.011066,0.008423,0.006103,0.004761,0.003826,0.002881,0.001976,0.001254,0.000771,0.000492,0.000349,0.000281,0.000250,5.0.0
M2_Z47,47,Ag,M2,200.0,16.00,1.000000,0.343440,0.084889,0.022722,0.013531,0.009901,0.006898,0.004880,0.003493,0.002409,0.001550,0.000917,0.000493,0.000233,0.000086,0.000011,-0.000025,5.0.0
M3_Z47,47,Ag,M3,200.0,16.00,1.000000,0.318095,0.070894,0.018290,0.012316,0.009183,0.006185,0.004185,0.002868,0.001888,0.001144,0.000618,0.000282,0.000088,-0.000012,-0.000057,-0.000072,5.0.0
M4_Z47,47,Ag,M4,200.0,16.00,1.000000,0.187452,0.031098,0.001075,-0.002242,-0.001999,-0.001415,-0.000858,-0.000451,-0.000209,-0.000087,-0.000033,-0.000012,-0.000005,-0.000003,-0.000002,-0.000001,5.0.0
