Z,element,channel,delta1_eV,delta2_eV,beta_mrad,sigma_ratio_db_over_temari,reconstruction_check_rel,clamp_weight_temari,clamp_weight_db
69,Tm,M3,0,200,100,0.883015,1.971e-04,0.000e+00,2.917e-05
69,Tm,M3,0,50,10,1.077038,4.001e-05,0.000e+00,1.587e-04
69,Tm,M3,0,50,30,0.945093,3.545e-05,0.000e+00,1.449e-04
69,Tm,M3,0,50,100,0.781934,1.817e-04,0.000e+00,1.220e-04
69,Tm,M3,50,150,10,1.059353,2.933e-05,0.000e+00,0.000e+00
69,Tm,M3,50,150,30,1.003633,3.076e-05,0.000e+00,0.000e+00
69,Tm,M3,50,150,100,0.925499,2.004e-04,0.000e+00,0.000e+00
69,Tm,M4,0,100,10,0.767952,4.380e-05,0.000e+00,2.243e-05
69,Tm,M4,0,100,30,0.752608,8.767e-05,0.000e+00,2.196e-05
69,Tm,M4,0,100,100,0.733482,1.486e-04,0.000e+00,2.172e-05
69,Tm,M4,0,200,10,0.874444,7.614e-05,0.000e+00,5.258e-06
69,Tm,M4,0,200,30,0.857980,1.142e-04,0.000e+00,5.058e-06
69,Tm,M4,0,200,100,0.835111,1.760e-04,0.000e+00,4.944e-06
69,Tm,M4,0,50,10,0.614376,2.549e-05,0.000e+00,2.414e-05
69,Tm,M4,0,50,30,0.601589,7.437e-05,0.000e+00,2.386e-05
69,Tm,M4,0,50,100,0.586920,1.339e-04,0.000e+00,2.375e-05
69,Tm,M4,50,150,10,1.005303,8.573e-05,0.000e+00,0.000e+00
69,Tm,M4,50,150,30,0.981571,1.192e-04,0.000e+00,0.000e+00
69,Tm,M4,50,150,100,0.951440,1.830e-04,0.000e+00,0.000e+00
69,Tm,M5,0,100,10,0.731226,2.373e-05,0.000e+00,3.841e-05
69,Tm,M5,0,100,30,0.717655,7.100e-05,0.000e+00,3.757e-05
69,Tm,M5,0,100,100,0.701678,1.346e-04,0.000e+00,3.716e-05
69,Tm,M5,0,200,10,0.844725,6.100e-05,0.000e+00,9.170e-06
69,Tm,M5,0,200,30,0.830092,1.026e-04,0.000e+00,8.812e-06
69,Tm,M5,0,200,100,0.810135,1.666e-04,0.000e+00,8.613e-06
69,Tm,M5,0,50,10,0.574231,3.007e-06,0.000e+00,4.007e-05
69,Tm,M5,0,50,30,0.563105,4.906e-05,0.000e+00,3.958e-05
69,Tm,M5,0,50,100,0.551655,1.112e-04,0.000e+00,3.939e-05
69,Tm,M5,50,150,10,1.001727,7.930e-05,0.000e+00,0.000e+00
69,Tm,M5,50,150,30,0.978319,1.159e-04,0.000e+00,0.000e+00
69,Tm,M5,50,150,100,0.949100,1.815e-04,0.000e+00,0.000e+00
70,Yb,L1,0,100,10,0.975165,1.141e-05,0.000e+00,1.237e-04
70,Yb,L1,0,100,30,0.961392,8.746e-06,0.000e+00,1.247e-04
70,Yb,L1,0,100,100,0.906977,1.665e-06,0.000e+00,1.321e-04
70,Yb,L1,0,200,10,0.973632,1.500e-05,0.000e+00,2.783e-05
70,Yb,L1,0,200,30,0.959936,1.298e-05,0.000e+00,2.801e-05
70,Yb,L1,0,200,100,0.907840,8.586e-06,0.000e+00,2.964e-05
70,Yb,L1,0,50,10,0.977957,9.470e-06,0.000e+00,1.220e-04
70,Yb,L1,0,50,30,0.964035,5.747e-06,0.000e+00,1.230e-04
70,Yb,L1,0,50,100,0.904927,7.664e-06,0.000e+00,1.300e-04
70,Yb,L1,50,150,10,0.972160,1.437e-05,0.000e+00,0.000e+00
70,Yb,L1,50,150,30,0.958535,1.273e-05,0.000e+00,0.000e+00
70,Yb,L1,50,150,100,0.908934,1.082e-05,0.000e+00,0.000e+00
70,Yb,L2,0,100,10,1.118298,2.132e-06,0.000e+00,1.728e-04
70,Yb,L2,0,100,30,1.101353,3.389e-06,0.000e+00,1.719e-04
70,Yb,L2,0,100,100,1.044844,2.761e-05,0.000e+00,1.688e-04
70,Yb,L2,0,200,10,1.099683,1.890e-05,0.000e+00,3.984e-05
70,Yb,L2,0,200,30,1.084061,1.998e-05,0.000e+00,3.951e-05
70,Yb,L2,0,200,100,1.032625,4.150e-05,0.000e+00,3.853e-05
70,Yb,L2,0,50,10,1.144353,1.192e-05,0.000e+00,1.641e-04
70,Yb,L2,0,50,30,1.125481,1.091e-05,0.000e+00,1.635e-04
70,Yb,L2,0,50,100,1.061358,1.355e-05,0.000e+00,1.615e-04
70,Yb,L2,50,150,10,1.086062,2.107e-05,0.000e+00,0.000e+00
70,Yb,L2,50,150,30,1.071487,2.231e-05,0.000e+00,0.000e+00
70,Yb,L2,50,150,100,1.024081,4.431e-05,0.000e+00,0.000e+00
70,Yb,L3,0,100,10,1.117288,9.595e-07,0.000e+00,1.743e-04
70,Yb,L3,0,100,30,1.095949,9.320e-07,0.000e+00,1.731e-04
70,Yb,L3,0,100,100,1.027247,2.022e-05,0.000e+00,1.695e-04
70,Yb,L3,0,200,10,1.103052,1.869e-05,0.000e+00,4.025e-05
70,Yb,L3,0,200,30,1.084343,1.853e-05,0.000e+00,3.983e-05
70,Yb,L3,0,200,100,1.025120,3.640e-05,0.000e+00,3.870e-05
70,Yb,L3,0,50,10,1.135323,2.075e-05,0.000e+00,1.657e-04
70,Yb,L3,0,50,30,1.109679,2.210e-05,0.000e+00,1.649e-04
70,Yb,L3,0,50,100,1.025470,1.593e-06,0.000e+00,1.625e-04
70,Yb,L3,50,150,10,1.093599,2.342e-05,0.000e+00,0.000e+00
70,Yb,L3,50,150,30,1.077219,2.401e-05,0.000e+00,0.000e+00
70,Yb,L3,50,150,100,1.026495,4.259e-05,0.000e+00,0.000e+00
70,Yb,M1,0,100,10,0.895971,4.329e-06,0.000e+00,1.294e-04
70,Yb,M1,0,100,30,0.844712,3.564e-05,0.000e+00,1.329e-04
70,Yb,M1,0,100,100,0.739177,1.255e-04,0.000e+00,1.135e-04
70,Yb,M1,0,200,10,0.896132,2.060e-05,0.000e+00,3.042e-05
70,Yb,M1,0,200,30,0.847798,1.086e-05,0.000e+00,3.097e-05
70,Yb,M1,0,200,100,0.773401,1.385e-04,0.000e+00,2.605e-05
70,Yb,M1,0,50,10,0.897748,3.498e-06,0.000e+00,1.247e-04
70,Yb,M1,0,50,30,0.841634,5.462e-05,0.000e+00,1.285e-04
70,Yb,M1,0,50,100,0.685526,1.205e-04,0.000e+00,1.129e-04
70,Yb,M1,50,150,10,0.894761,2.025e-05,0.000e+00,0.000e+00
70,Yb,M1,50,150,30,0.849138,5.958e-06,0.000e+00,0.000e+00
70,Yb,M1,50,150,100,0.808027,1.349e-04,0.000e+00,0.000e+00
70,Yb,M2,0,100,10,1.081692,2.611e-05,0.000e+00,1.683e-04
70,Yb,M2,0,100,30,0.969371,2.635e-05,0.000e+00,1.472e-04
70,Yb,M2,0,100,100,0.817512,1.561e-04,0.000e+00,1.114e-04
70,Yb,M2,0,200,10,1.075553,3.371e-06,0.000e+00,4.037e-05
70,Yb,M2,0,200,30,0.988848,1.119e-06,0.000e+00,3.465e-05
70,Yb,M2,0,200,100,0.866984,1.729e-04,0.000e+00,2.551e-05
70,Yb,M2,0,50,10,1.087769,4.823e-05,0.000e+00,1.580e-04
70,Yb,M2,0,50,30,0.938006,4.795e-05,0.000e+00,1.417e-04
70,Yb,M2,0,50,100,0.743122,1.407e-04,0.000e+00,1.121e-04
70,Yb,M2,50,150,10,1.072381,8.833e-06,0.000e+00,0.000e+00
70,Yb,M2,50,150,30,1.008800,7.104e-06,0.000e+00,0.000e+00
70,Yb,M2,50,150,100,0.916639,1.785e-04,0.000e+00,0.000e+00
70,Yb,M3,0,100,10,1.061956,1.954e-05,0.000e+00,1.739e-04
70,Yb,M3,0,100,30,0.952508,1.956e-05,0.000e+00,1.563e-04
70,Yb,M3,0,100,100,0.811237,1.886e-04,0.000e+00,1.276e-04
70,Yb,M3,0,200,10,1.057735,1.721e-05,0.000e+00,4.224e-05
70,Yb,M3,0,200,30,0.974957,1.506e-05,0.000e+00,3.736e-05
70,Yb,M3,0,200,100,0.862632,2.001e-04,0.000e+00,2.984e-05
70,Yb,M3,0,50,10,1.063976,5.044e-05,0.000e+00,1.620e-04
70,Yb,M3,0,50,30,0.914243,5.171e-05,0.000e+00,1.485e-04
70,Yb,M3,0,50,100,0.732321,1.773e-04,0.000e+00,1.253e-04
70,Yb,M3,50,150,10,1.056941,2.733e-05,0.000e+00,0.000e+00
70,Yb,M3,50,150,30,1.000983,2.741e-05,0.000e+00,0.000e+00
70,Yb,M3,50,150,100,0.920764,2.018e-04,0.000e+00,0.000e+00
70,Yb,M4,0,100,10,0.724957,2.898e-05,0.000e+00,2.181e-05
70,Yb,M4,0,100,30,0.711213,7.316e-05,0.000e+00,2.136e-05
70,Yb,M4,0,100,100,0.693790,1.298e-04,0.000e+00,2.112e-05
70,Yb,M4,0,200,10,0.843779,6.422e-05,0.000e+00,5.063e-06
70,Yb,M4,0,200,30,0.828823,1.034e-04,0.000e+00,4.873e-06
70,Yb,M4,0,200,100,0.807441,1.607e-04,0.000e+00,4.762e-06
70,Yb,M4,0,50,10,0.560008,2.442e-06,0.000e+00,2.372e-05
70,Yb,M4,0,50,30,0.548915,4.949e-05,0.000e+00,2.345e-05
70,Yb,M4,0,50,100,0.536138,1.080e-04,0.000e+00,2.333e-05
70,Yb,M4,50,150,10,0.994987,8.012e-05,0.000e+00,0.000e+00
70,Yb,M4,50,150,30,0.971740,1.162e-04,0.000e+00,0.000e+00
70,Yb,M4,50,150,100,0.941882,1.723e-04,0.000e+00,0.000e+00
70,Yb,M5,0,100,10,0.656758,7.463e-06,0.000e+00,4.018e-05
70,Yb,M5,0,100,30,0.645899,5.392e-05,0.000e+00,3.931e-05
70,Yb,M5,0,100,100,0.633193,1.153e-04,0.000e+00,3.887e-05
70,Yb,M5,0,200,10,0.788443,4.493e-05,0.000e+00,9.518e-06
70,Yb,M5,0,200,30,0.776574,8.530e-05,0.000e+00,9.153e-06
70,Yb,M5,0,200,100,0.759742,1.476e-04,0.000e+00,8.944e-06
70,Yb,M5,0,50,10,0.486343,2.395e-05,0.000e+00,4.220e-05
70,Yb,M5,0,50,30,0.477827,2.645e-05,0.000e+00,4.170e-05
70,Yb,M5,0,50,100,0.469548,8.823e-05,0.000e+00,4.148e-05
70,Yb,M5,50,150,10,0.991089,7.248e-05,0.000e+00,0.000e+00
70,Yb,M5,50,150,30,0.968190,1.067e-04,0.000e+00,0.000e+00
70,Yb,M5,50,150,100,0.939302,1.686e-04,0.000e+00,0.000e+00
71,Lu,L1,0,100,10,0.972692,1.277e-05,0.000e+00,1.235e-04
71,Lu,L1,0,100,30,0.959973,1.103e-05,0.000e+00,1.238e-04
71,Lu,L1,0,100,100,0.911845,9.839e-06,0.000e+00,1.263e-04
71,Lu,L1,0,200,10,0.970634,1.597e-05,0.000e+00,2.775e-05
71,Lu,L1,0,200,30,0.957859,1.469e-05,0.000e+00,2.778e-05
71,Lu,L1,0,200,100,0.909554,1.406e-05,0.000e+00,2.828e-05
71,Lu,L1,0,50,10,0.976248,1.092e-05,0.000e+00,1.219e-04
71,Lu,L1,0,50,30,0.963662,8.926e-06,0.000e+00,1.223e-04
71,Lu,L1,0,50,100,0.915755,7.200e-06,0.000e+00,1.247e-04
71,Lu,L1,50,150,10,0.968773,1.543e-05,0.000e+00,0.000e+00
71,Lu,L1,50,150,30,0.955925,1.424e-05,0.000e+00,0.000e+00
71,Lu,L1,50,150,100,0.907547,1.396e-05,0.000e+00,0.000e+00
71,Lu,L2,0,100,10,1.105054,4.411e-06,0.000e+00,1.450e-04
71,Lu,L2,0,100,30,1.090477,6.419e-06,0.000e+00,1.442e-04
71,Lu,L2,0,100,100,1.041029,3.060e-05,0.000e+00,1.416e-04
71,Lu,L2,0,200,10,1.092197,1.876e-05,0.000e+00,3.324e-05
71,Lu,L2,0,200,30,1.078214,2.032e-05,0.000e+00,3.296e-05
71,Lu,L2,0,200,100,1.030895,4.218e-05,0.000e+00,3.212e-05
71,Lu,L2,0,50,10,1.121815,2.237e-06,0.000e+00,1.390e-04
71,Lu,L2,0,50,30,1.106592,8.603e-08,0.000e+00,1.386e-04
71,Lu,L2,0,50,100,1.054748,2.492e-05,0.000e+00,1.368e-04
71,Lu,L2,50,150,10,1.083650,1.757e-05,0.000e+00,0.000e+00
71,Lu,L2,50,150,30,1.070029,1.918e-05,0.000e+00,0.000e+00
71,Lu,L2,50,150,100,1.024004,4.131e-05,0.000e+00,0.000e+00
71,Lu,L3,0,100,10,1.111802,4.442e-06,0.000e+00,1.495e-04
71,Lu,L3,0,100,30,1.095159,6.068e-06,0.000e+00,1.484e-04
71,Lu,L3,0,100,100,1.041442,3.248e-05,0.000e+00,1.450e-04
71,Lu,L3,0,200,10,1.099704,2.079e-05,0.000e+00,3.435e-05
71,Lu,L3,0,200,30,1.083848,2.184e-05,0.000e+00,3.398e-05
71,Lu,L3,0,200,100,1.032807,4.356e-05,0.000e+00,3.291e-05
71,Lu,L3,0,50,10,1.127611,3.511e-06,0.000e+00,1.432e-04
71,Lu,L3,0,50,30,1.110074,1.591e-06,0.000e+00,1.426e-04
71,Lu,L3,0,50,100,1.053188,2.685e-05,0.000e+00,1.402e-04
71,Lu,L3,50,150,10,1.091597,1.992e-05,0.000e+00,0.000e+00
71,Lu,L3,50,150,30,1.076240,2.093e-05,0.000e+00,0.000e+00
71,Lu,L3,50,150,100,1.026899,4.276e-05,0.000e+00,0.000e+00
71,Lu,M1,0,100,10,0.889744,5.774e-06,0.000e+00,1.290e-04
71,Lu,M1,0,100,30,0.845238,1.915e-05,0.000e+00,1.284e-04
71,Lu,M1,0,100,100,0.780324,1.487e-04,0.000e+00,1.008e-04
71,Lu,M1,0,200,10,0.889600,2.105e-05,0.000e+00,3.026e-05
71,Lu,M1,0,200,30,0.846084,2.184e-06,0.000e+00,2.983e-05
71,Lu,M1,0,200,100,0.795616,1.476e-04,0.000e+00,2.287e-05
71,Lu,M1,0,50,10,0.891955,1.754e-06,0.000e+00,1.246e-04
71,Lu,M1,0,50,30,0.846173,2.568e-05,0.000e+00,1.247e-04
71,Lu,M1,0,50,100,0.756864,1.536e-04,0.000e+00,1.023e-04
71,Lu,M1,50,150,10,0.887973,2.087e-05,0.000e+00,0.000e+00
71,Lu,M1,50,150,30,0.845131,3.634e-06,0.000e+00,0.000e+00
71,Lu,M1,50,150,100,0.808240,1.433e-04,0.000e+00,0.000e+00
71,Lu,M2,0,100,10,1.084098,8.282e-06,0.000e+00,1.424e-04
71,Lu,M2,0,100,30,1.003816,5.005e-06,0.000e+00,1.242e-04
71,Lu,M2,0,100,100,0.880505,1.671e-04,0.000e+00,9.170e-05
71,Lu,M2,0,200,10,1.076453,1.307e-05,0.000e+00,3.389e-05
71,Lu,M2,0,200,30,1.009094,2.059e-05,0.000e+00,2.895e-05
71,Lu,M2,0,200,100,0.904490,1.796e-04,0.000e+00,2.067e-05
71,Lu,M2,0,50,10,1.093376,1.598e-05,0.000e+00,1.352e-04
71,Lu,M2,0,50,30,0.996159,1.675e-06,0.000e+00,1.215e-04
71,Lu,M2,0,50,100,0.844362,1.617e-04,0.000e+00,9.472e-05
71,Lu,M2,50,150,10,1.071571,1.123e-05,0.000e+00,0.000e+00
71,Lu,M2,50,150,30,1.013558,1.812e-05,0.000e+00,0.000e+00
71,Lu,M2,50,150,100,0.923751,1.815e-04,0.000e+00,0.000e+00
71,Lu,M3,0,100,10,1.069349,1.112e-06,0.000e+00,1.498e-04
71,Lu,M3,0,100,30,0.998852,1.599e-05,0.000e+00,1.331e-04
71,Lu,M3,0,100,100,0.892152,2.058e-04,0.000e+00,1.039e-04
71,Lu,M3,0,200,10,1.061518,2.905e-05,0.000e+00,3.615e-05
71,Lu,M3,0,200,30,1.002206,3.829e-05,0.000e+00,3.149e-05
71,Lu,M3,0,200,100,0.911115,2.171e-04,0.000e+00,2.392e-05
71,Lu,M3,0,50,10,1.078873,1.065e-05,0.000e+00,1.410e-04
71,Lu,M3,0,50,30,0.993460,8.597e-06,0.000e+00,1.284e-04
71,Lu,M3,0,50,100,0.862967,1.974e-04,0.000e+00,1.048e-04
71,Lu,M3,50,150,10,1.056264,2.851e-05,0.000e+00,0.000e+00
71,Lu,M3,50,150,30,1.005579,3.679e-05,0.000e+00,0.000e+00
71,Lu,M3,50,150,100,0.927636,2.223e-04,0.000e+00,0.000e+00
71,Lu,M4,0,100,10,0.875406,1.401e-04,0.000e+00,7.937e-06
71,Lu,M4,0,100,30,0.856211,1.776e-04,0.000e+00,7.767e-06
71,Lu,M4,0,100,100,0.828542,2.311e-04,0.000e+00,7.698e-06
71,Lu,M4,0,200,10,0.949408,1.435e-04,0.000e+00,1.784e-06
71,Lu,M4,0,200,30,0.929768,1.757e-04,0.000e+00,1.716e-06
71,Lu,M4,0,200,100,0.900044,2.301e-04,0.000e+00,1.681e-06
71,Lu,M4,0,50,10,0.755745,1.576e-04,0.000e+00,9.197e-06
71,Lu,M4,0,50,30,0.737985,1.962e-04,0.000e+00,9.087e-06
71,Lu,M4,0,50,100,0.712540,2.507e-04,0.000e+00,9.063e-06
71,Lu,M4,50,150,10,1.014834,1.384e-04,0.000e+00,0.000e+00
71,Lu,M4,50,150,30,0.992097,1.712e-04,0.000e+00,0.000e+00
71,Lu,M4,50,150,100,0.960122,2.257e-04,0.000e+00,0.000e+00
71,Lu,M5,0,100,10,0.866427,1.283e-04,0.000e+00,8.588e-06
71,Lu,M5,0,100,30,0.847884,1.677e-04,0.000e+00,8.344e-06
71,Lu,M5,0,100,100,0.822000,2.214e-04,0.000e+00,8.317e-06
71,Lu,M5,0,200,10,0.941533,1.369e-04,0.000e+00,1.957e-06
71,Lu,M5,0,200,30,0.922523,1.712e-04,0.000e+00,1.869e-06
71,Lu,M5,0,200,100,0.894284,2.263e-04,0.000e+00,1.841e-06
71,Lu,M5,0,50,10,0.746714,1.387e-04,0.000e+00,9.746e-06
71,Lu,M5,0,50,30,0.729636,1.800e-04,0.000e+00,9.563e-06
71,Lu,M5,0,50,100,0.706379,2.356e-04,0.000e+00,9.592e-06
71,Lu,M5,50,150,10,1.011461,1.335e-04,0.000e+00,0.000e+00
71,Lu,M5,50,150,30,0.989063,1.673e-04,0.000e+00,0.000e+00
71,Lu,M5,50,150,100,0.958038,2.225e-04,0.000e+00,0.000e+00
72,Hf,L1,0,100,10,0.969943,1.280e-05,0.000e+00,1.236e-04
72,Hf,L1,0,100,30,0.957606,1.152e-05,0.000e+00,1.235e-04
72,Hf,L1,0,100,100,0.909943,1.239e-05,0.000e+00,1.230e-04
72,Hf,L1,0,200,10,0.967900,1.657e-05,0.000e+00,2.774e-05
72,Hf,L1,0,200,30,0.955558,1.527e-05,0.000e+00,2.768e-05
72,Hf,L1,0,200,100,0.907853,1.544e-05,0.000e+00,2.750e-05
72,Hf,L1,0,50,10,0.973364,1.027e-05,0.000e+00,1.221e-04
72,Hf,L1,0,50,30,0.961061,8.903e-06,0.000e+00,1.221e-04
72,Hf,L1,0,50,100,0.913300,9.849e-06,0.000e+00,1.218e-04
72,Hf,L1,50,150,10,0.966123,1.636e-05,0.000e+00,0.000e+00
72,Hf,L1,50,150,30,0.953760,1.515e-05,0.000e+00,0.000e+00
72,Hf,L1,50,150,100,0.906154,1.561e-05,0.000e+00,0.000e+00
72,Hf,L2,0,100,10,1.095161,5.462e-06,0.000e+00,1.272e-04
72,Hf,L2,0,100,30,1.081559,7.637e-06,0.000e+00,1.266e-04
72,Hf,L2,0,100,100,1.034435,2.782e-05,0.000e+00,1.242e-04
72,Hf,L2,0,200,10,1.086997,1.791e-05,0.000e+00,2.904e-05
72,Hf,L2,0,200,30,1.073772,1.946e-05,0.000e+00,2.881e-05
72,Hf,L2,0,200,100,1.027923,3.823e-05,0.000e+00,2.807e-05
72,Hf,L2,0,50,10,1.104144,2.579e-06,0.000e+00,1.229e-04
72,Hf,L2,0,50,30,1.090210,4.937e-06,0.000e+00,1.225e-04
72,Hf,L2,0,50,100,1.041915,2.510e-05,0.000e+00,1.210e-04
72,Hf,L2,50,150,10,1.082644,1.519e-05,0.000e+00,0.000e+00
72,Hf,L2,50,150,30,1.069593,1.676e-05,0.000e+00,0.000e+00
72,Hf,L2,50,150,100,1.024356,3.590e-05,0.000e+00,0.000e+00
72,Hf,L3,0,100,10,1.103792,5.503e-06,0.000e+00,1.331e-04
72,Hf,L3,0,100,30,1.088238,7.405e-06,0.000e+00,1.322e-04
72,Hf,L3,0,100,100,1.037213,3.623e-05,0.000e+00,1.291e-04
72,Hf,L3,0,200,10,1.095701,1.970e-05,0.000e+00,3.049e-05
72,Hf,L3,0,200,30,1.080640,2.102e-05,0.000e+00,3.017e-05
72,Hf,L3,0,200,100,1.031214,4.589e-05,0.000e+00,2.922e-05
72,Hf,L3,0,50,10,1.113050,1.453e-06,0.000e+00,1.283e-04
72,Hf,L3,0,50,30,1.097032,3.506e-06,0.000e+00,1.278e-04
72,Hf,L3,0,50,100,1.044427,3.301e-05,0.000e+00,1.258e-04
72,Hf,L3,50,150,10,1.091144,1.719e-05,0.000e+00,0.000e+00
72,Hf,L3,50,150,30,1.076332,1.858e-05,0.000e+00,0.000e+00
72,Hf,L3,50,150,100,1.027745,4.440e-05,0.000e+00,0.000e+00
72,Hf,M1,0,100,10,0.885395,5.363e-06,0.000e+00,1.290e-04
72,Hf,M1,0,100,30,0.841822,1.500e-05,0.000e+00,1.263e-04
72,Hf,M1,0,100,100,0.785130,1.711e-04,0.000e+00,9.736e-05
72,Hf,M1,0,200,10,0.885298,2.065e-05,0.000e+00,3.018e-05
72,Hf,M1,0,200,30,0.842620,4.035e-07,0.000e+00,2.923e-05
72,Hf,M1,0,200,100,0.797184,1.658e-04,0.000e+00,2.188e-05
72,Hf,M1,0,50,10,0.887473,2.522e-06,0.000e+00,1.248e-04
72,Hf,M1,0,50,30,0.842652,2.009e-05,0.000e+00,1.230e-04
72,Hf,M1,0,50,100,0.765745,1.647e-04,0.000e+00,1.000e-04
72,Hf,M1,50,150,10,0.883751,2.073e-05,0.000e+00,0.000e+00
72,Hf,M1,50,150,30,0.841737,1.713e-06,0.000e+00,0.000e+00
72,Hf,M1,50,150,100,0.807154,1.729e-04,0.000e+00,0.000e+00
72,Hf,M2,0,100,10,1.081893,1.954e-06,0.000e+00,1.262e-04
72,Hf,M2,0,100,30,1.011745,1.586e-05,0.000e+00,1.107e-04
72,Hf,M2,0,100,100,0.897157,1.623e-04,0.000e+00,8.165e-05
72,Hf,M2,0,200,10,1.076467,1.578e-05,0.000e+00,2.985e-05
72,Hf,M2,0,200,30,1.015042,2.742e-05,0.000e+00,2.560e-05
72,Hf,M2,0,200,100,0.914999,1.691e-04,0.000e+00,1.817e-05
72,Hf,M2,0,50,10,1.087018,5.714e-06,0.000e+00,1.208e-04
72,Hf,M2,0,50,30,1.006005,1.426e-05,0.000e+00,1.095e-04
72,Hf,M2,0,50,100,0.868496,1.532e-04,0.000e+00,8.601e-05
72,Hf,M2,50,150,10,1.074076,1.217e-05,0.000e+00,0.000e+00
72,Hf,M2,50,150,30,1.018385,2.488e-05,0.000e+00,0.000e+00
72,Hf,M2,50,150,100,0.929207,1.758e-04,0.000e+00,0.000e+00
72,Hf,M3,0,100,10,1.068007,6.729e-06,0.000e+00,1.347e-04
72,Hf,M3,0,100,30,1.006836,2.621e-05,0.000e+00,1.203e-04
72,Hf,M3,0,100,100,0.908494,1.986e-04,0.000e+00,9.408e-05
72,Hf,M3,0,200,10,1.062139,3.115e-05,0.000e+00,3.233e-05
72,Hf,M3,0,200,30,1.008305,4.433e-05,0.000e+00,2.828e-05
72,Hf,M3,0,200,100,0.921595,2.130e-04,0.000e+00,2.140e-05
72,Hf,M3,0,50,10,1.074015,7.404e-07,0.000e+00,1.276e-04
72,Hf,M3,0,50,30,1.003605,2.174e-05,0.000e+00,1.172e-04
72,Hf,M3,0,50,100,0.886962,1.822e-04,0.000e+00,9.652e-05
72,Hf,M3,50,150,10,1.059066,2.848e-05,0.000e+00,0.000e+00
72,Hf,M3,50,150,30,1.010408,4.185e-05,0.000e+00,0.000e+00
72,Hf,M3,50,150,100,0.933063,2.215e-04,0.000e+00,0.000e+00
72,Hf,M4,0,100,10,0.933379,2.000e-04,0.000e+00,5.629e-06
72,Hf,M4,0,100,30,0.910836,2.312e-04,0.000e+00,5.506e-06
72,Hf,M4,0,100,100,0.877082,2.860e-04,0.000e+00,5.456e-06
72,Hf,M4,0,200,10,0.989364,1.866e-04,0.000e+00,1.230e-06
72,Hf,M4,0,200,30,0.966918,2.141e-04,0.000e+00,1.183e-06
72,Hf,M4,0,200,100,0.932680,2.668e-04,0.000e+00,1.159e-06
72,Hf,M4,0,50,10,0.832749,2.382e-04,0.000e+00,6.873e-06
72,Hf,M4,0,50,30,0.810639,2.683e-04,0.000e+00,6.788e-06
72,Hf,M4,0,50,100,0.776455,3.236e-04,0.000e+00,6.769e-06
72,Hf,M4,50,150,10,1.033240,1.807e-04,0.000e+00,0.000e+00
72,Hf,M4,50,150,30,1.009161,2.100e-04,0.000e+00,0.000e+00
72,Hf,M4,50,150,100,0.974799,2.618e-04,0.000e+00,0.000e+00
72,Hf,M5,0,100,10,0.928215,1.942e-04,0.000e+00,5.166e-06
72,Hf,M5,0,100,30,0.906121,2.291e-04,0.000e+00,4.985e-06
72,Hf,M5,0,100,100,0.873881,2.805e-04,0.000e+00,4.999e-06
72,Hf,M5,0,200,10,0.984548,1.839e-04,0.000e+00,1.142e-06
72,Hf,M5,0,200,30,0.962533,2.140e-04,0.000e+00,1.083e-06
72,Hf,M5,0,200,100,0.929521,2.657e-04,0.000e+00,1.073e-06
72,Hf,M5,0,50,10,0.827881,2.289e-04,0.000e+00,6.216e-06
72,Hf,M5,0,50,30,0.806231,2.634e-04,0.000e+00,6.057e-06
72,Hf,M5,0,50,100,0.774016,3.141e-04,0.000e+00,6.112e-06
72,Hf,M5,50,150,10,1.030216,1.780e-04,0.000e+00,0.000e+00
72,Hf,M5,50,150,30,1.006460,2.097e-04,0.000e+00,0.000e+00
72,Hf,M5,50,150,100,0.973040,2.620e-04,0.000e+00,0.000e+00
73,Ta,L1,0,100,10,0.966726,1.340e-05,0.000e+00,1.236e-04
73,Ta,L1,0,100,30,0.954794,1.203e-05,0.000e+00,1.232e-04
73,Ta,L1,0,100,100,0.907473,1.342e-05,0.000e+00,1.207e-04
73,Ta,L1,0,200,10,0.964805,1.738e-05,0.000e+00,2.771e-05
73,Ta,L1,0,200,30,0.952913,1.593e-05,0.000e+00,2.758e-05
73,Ta,L1,0,200,100,0.905772,1.605e-05,0.000e+00,2.694e-05
73,Ta,L1,0,50,10,0.969905,1.012e-05,0.000e+00,1.222e-04
73,Ta,L1,0,50,30,0.957917,9.041e-06,0.000e+00,1.219e-04
73,Ta,L1,0,50,100,0.909991,1.089e-05,0.000e+00,1.197e-04
73,Ta,L1,50,150,10,0.963164,1.770e-05,0.000e+00,0.000e+00
73,Ta,L1,50,150,30,0.951298,1.603e-05,0.000e+00,0.000e+00
73,Ta,L1,50,150,100,0.904522,1.621e-05,0.000e+00,0.000e+00
73,Ta,L2,0,100,10,1.087235,7.588e-06,0.000e+00,1.143e-04
73,Ta,L2,0,100,30,1.074423,9.142e-06,0.000e+00,1.138e-04
73,Ta,L2,0,100,100,1.028923,2.528e-05,0.000e+00,1.117e-04
73,Ta,L2,0,200,10,1.082705,1.757e-05,0.000e+00,2.601e-05
73,Ta,L2,0,200,30,1.070148,1.883e-05,0.000e+00,2.582e-05
73,Ta,L2,0,200,100,1.025454,3.512e-05,0.000e+00,2.515e-05
73,Ta,L2,0,50,10,1.090136,7.533e-06,0.000e+00,1.112e-04
73,Ta,L2,0,50,30,1.077146,9.206e-06,0.000e+00,1.108e-04
